BASE_YEAR,BASE_MONTH,MANAGE_CODE_NAME,CLASS_NO_NAME,AGE_DC,VALUE
2019,9,연산도서관,예술,40,75
2019,9,연산도서관,예술,50,89
2019,9,연산도서관,예술,60,42
2019,9,연산도서관,예술,70,15
2019,9,연산도서관,예술,80,22
2019,9,연산도서관,자연과학,10,64
2019,9,연산도서관,자연과학,20,114
2019,9,연산도서관,자연과학,30,18
2019,9,연산도서관,자연과학,40,108
2019,9,연산도서관,자연과학,50,192
2019,9,연산도서관,자연과학,60,26
2019,9,연산도서관,자연과학,70,12
2019,9,연산도서관,종교,10,7
2019,9,연산도서관,종교,20,4
2019,9,연산도서관,종교,30,7
2019,9,연산도서관,종교,40,16
2019,9,연산도서관,종교,50,36
2019,9,연산도서관,종교,60,21
2019,9,연산도서관,종교,70,17
2019,9,연산도서관,종교,80,3
2019,9,연산도서관,종교,90,1
2019,9,연산도서관,철학,10,4
2019,9,연산도서관,철학,20,37
2019,9,연산도서관,철학,30,45
2019,9,연산도서관,철학,40,58
2019,9,연산도서관,철학,50,97
2019,9,연산도서관,철학,60,70
2019,9,연산도서관,철학,70,19
2019,9,연산도서관,철학,80,11
2019,9,연산도서관,총류,10,8
2019,9,연산도서관,총류,20,13
2019,9,연산도서관,총류,30,28
2019,9,연산도서관,총류,40,36
2019,9,연산도서관,총류,50,56
2019,9,연산도서관,총류,60,15
2019,9,연산도서관,총류,70,10
2019,9,연산도서관,총류,80,1
2019,9,연제도서관,기술과학,10,106
2019,9,연제도서관,기술과학,20,53
2019,9,연제도서관,기술과학,30,15
2019,9,연제도서관,기술과학,40,119
2019,9,연제도서관,기술과학,50,105
2019,9,연제도서관,기술과학,60,27
2019,9,연제도서관,기술과학,70,11
2019,9,연제도서관,기술과학,80,11
2019,9,연제도서관,문학,10,1116
2019,9,연제도서관,문학,20,459
2019,9,연제도서관,문학,30,142
2019,9,연제도서관,문학,40,796
2019,9,연제도서관,문학,50,1105
2019,9,연제도서관,문학,60,201
2019,9,연제도서관,문학,70,179
2019,9,연제도서관,문학,80,67
2019,9,연제도서관,사회과학,10,199
2019,9,연제도서관,사회과학,20,87
2019,9,연제도서관,사회과학,30,41
2019,9,연제도서관,사회과학,40,249
2019,9,연제도서관,사회과학,50,247
2019,9,연제도서관,사회과학,60,40
2019,9,연제도서관,사회과학,70,15
2019,9,연제도서관,사회과학,80,25
2019,9,연제도서관,사회과학,90,2
2019,9,연제도서관,언어,10,87
2019,9,연제도서관,언어,20,40
2019,9,연제도서관,언어,30,14
2019,9,연제도서관,언어,40,87
2019,9,연제도서관,언어,50,43
2019,9,연제도서관,언어,60,10
2019,9,연제도서관,언어,70,4
2019,9,연제도서관,언어,80,6
2019,9,연제도서관,역사,10,218
2019,9,연제도서관,역사,20,99
2019,9,연제도서관,역사,30,35
2019,9,연제도서관,역사,40,177
2019,9,연제도서관,역사,50,229
2019,9,연제도서관,역사,60,31
2019,9,연제도서관,역사,70,14
2019,9,연제도서관,역사,80,3
2019,9,연제도서관,예술,10,87
2019,9,연제도서관,예술,20,40
2019,9,연제도서관,예술,30,8
2019,9,연제도서관,예술,40,53
2019,9,연제도서관,예술,50,55
2019,9,연제도서관,예술,60,8
2019,9,연제도서관,예술,70,4
2019,9,연제도서관,예술,80,28
2019,9,연제도서관,자연과학,10,248
2019,9,연제도서관,자연과학,20,139
2019,9,연제도서관,자연과학,30,8
2019,9,연제도서관,자연과학,40,137
2019,9,연제도서관,자연과학,50,283
2019,9,연제도서관,자연과학,60,11
2019,9,연제도서관,자연과학,70,4
2019,9,연제도서관,자연과학,80,27
2019,9,연제도서관,자연과학,90,8
2019,9,연제도서관,종교,10,32
2019,9,연제도서관,종교,20,14
2019,9,연제도서관,종교,30,4
2019,9,연제도서관,종교,40,12
2019,9,연제도서관,종교,50,30
2019,9,연제도서관,종교,60,11
2019,9,연제도서관,종교,70,5
2019,9,연제도서관,종교,80,2
2019,9,연제도서관,철학,10,41
2019,9,연제도서관,철학,20,18
2019,9,연제도서관,철학,30,37
2019,9,연제도서관,철학,40,50
2019,9,연제도서관,철학,50,71
2019,9,연제도서관,철학,60,24
2019,9,연제도서관,철학,70,20
2019,9,연제도서관,철학,80,16
2019,9,연제도서관,총류,10,59
2019,9,연제도서관,총류,20,45
2019,9,연제도서관,총류,30,9
2019,9,연제도서관,총류,40,45
2019,9,연제도서관,총류,50,66
2019,9,연제도서관,총류,60,9
2019,9,연제도서관,총류,70,3
2019,9,연제도서관,총류,80,7
2019,9,영도도서관,기술과학,10,56
2019,9,영도도서관,기술과학,100,12
2019,9,영도도서관,기술과학,20,67
2019,9,영도도서관,기술과학,30,42
2019,9,영도도서관,기술과학,40,120
2019,9,영도도서관,기술과학,50,187
2019,9,영도도서관,기술과학,60,64
2019,9,영도도서관,기술과학,70,58
2019,9,영도도서관,기술과학,80,7
2019,9,영도도서관,문학,10,591
2019,9,영도도서관,문학,100,33
2019,9,영도도서관,문학,20,552
2019,9,영도도서관,문학,30,221
2019,9,영도도서관,문학,40,620
2019,9,영도도서관,문학,50,980
2019,9,영도도서관,문학,60,281
2019,9,영도도서관,문학,70,296
2019,9,영도도서관,문학,80,92
2019,9,영도도서관,문학,90,24
2019,9,영도도서관,사회과학,10,100
2019,9,영도도서관,사회과학,100,5
2019,9,영도도서관,사회과학,20,106
2019,9,영도도서관,사회과학,30,115
2019,9,영도도서관,사회과학,40,192
2019,9,영도도서관,사회과학,50,378
2019,9,영도도서관,사회과학,60,121
2019,9,영도도서관,사회과학,70,22
2019,9,영도도서관,사회과학,80,17
2019,9,영도도서관,사회과학,90,2
2019,9,영도도서관,언어,10,37
2019,9,영도도서관,언어,100,2
2019,9,영도도서관,언어,20,21
2019,9,영도도서관,언어,30,20
2019,9,영도도서관,언어,40,72
2019,9,영도도서관,언어,50,75
2019,9,영도도서관,언어,60,18
2019,9,영도도서관,언어,70,22
2019,9,영도도서관,언어,80,1
2019,9,영도도서관,역사,10,112
2019,9,영도도서관,역사,100,12
2019,9,영도도서관,역사,20,116
2019,9,영도도서관,역사,30,32
2019,9,영도도서관,역사,40,92
2019,9,영도도서관,역사,50,218
2019,9,영도도서관,역사,60,62
2019,9,영도도서관,역사,70,47
2019,9,영도도서관,역사,80,10
2019,9,영도도서관,역사,90,1
2019,9,영도도서관,예술,10,39
2019,9,영도도서관,예술,100,1
2019,9,영도도서관,예술,20,49
2019,9,영도도서관,예술,30,58
2019,9,영도도서관,예술,40,39
2019,9,영도도서관,예술,50,64
2019,9,영도도서관,예술,60,62
2019,9,영도도서관,예술,70,11
2019,9,영도도서관,예술,80,2
2019,9,영도도서관,자연과학,10,128
2019,9,영도도서관,자연과학,100,2
2019,9,영도도서관,자연과학,20,141
2019,9,영도도서관,자연과학,30,11
2019,9,영도도서관,자연과학,40,111
2019,9,영도도서관,자연과학,50,202
2019,9,영도도서관,자연과학,60,32
2019,9,영도도서관,자연과학,70,16
2019,9,영도도서관,자연과학,80,16
2019,9,영도도서관,종교,10,5
2019,9,영도도서관,종교,20,20
2019,9,영도도서관,종교,30,9
2019,9,영도도서관,종교,40,20
2019,9,영도도서관,종교,50,40
2019,9,영도도서관,종교,60,21
2019,9,영도도서관,종교,70,15
2019,9,영도도서관,종교,80,2
2019,9,영도도서관,철학,10,19
2019,9,영도도서관,철학,100,3
2019,9,영도도서관,철학,20,28
2019,9,영도도서관,철학,30,52
2019,9,영도도서관,철학,40,60
2019,9,영도도서관,철학,50,106
2019,9,영도도서관,철학,60,52
2019,9,영도도서관,철학,70,23
2019,9,영도도서관,철학,80,19
2019,9,영도도서관,철학,90,1
2019,9,영도도서관,총류,10,48
2019,9,영도도서관,총류,100,3
2019,9,영도도서관,총류,20,49
2019,9,영도도서관,총류,30,28
2019,9,영도도서관,총류,40,107
2019,9,영도도서관,총류,50,103
2019,9,영도도서관,총류,60,19
2019,9,영도도서관,총류,70,14
2019,9,영도도서관,총류,80,8
2019,9,영도도서관,총류,90,2
2019,9,영도어린이영어도서관,기술과학,10,7
2019,9,영도어린이영어도서관,기술과학,20,1
2019,9,영도어린이영어도서관,기술과학,40,8
2019,9,영도어린이영어도서관,기술과학,50,1
2019,9,영도어린이영어도서관,문학,10,153
2019,9,영도어린이영어도서관,문학,20,15
2019,9,영도어린이영어도서관,문학,40,53
2019,9,영도어린이영어도서관,문학,50,81
2019,9,영도어린이영어도서관,문학,60,3
2019,9,영도어린이영어도서관,문학,70,21
2019,9,영도어린이영어도서관,문학,80,11
2019,9,영도어린이영어도서관,사회과학,10,24
2019,9,영도어린이영어도서관,사회과학,20,2
2019,9,영도어린이영어도서관,사회과학,40,10
2019,9,영도어린이영어도서관,사회과학,50,4
2019,9,영도어린이영어도서관,언어,10,85
2019,9,영도어린이영어도서관,언어,20,6
2019,9,영도어린이영어도서관,언어,40,28
2019,9,영도어린이영어도서관,언어,50,53
2019,9,영도어린이영어도서관,언어,80,14
2019,9,영도어린이영어도서관,역사,10,7
2019,9,영도어린이영어도서관,역사,20,1
2019,9,영도어린이영어도서관,역사,40,2
2019,9,영도어린이영어도서관,역사,50,23
2019,9,영도어린이영어도서관,역사,70,2
2019,9,영도어린이영어도서관,예술,10,2
2019,9,영도어린이영어도서관,예술,40,6
2019,9,영도어린이영어도서관,예술,50,10
2019,9,영도어린이영어도서관,자연과학,10,37
2019,9,영도어린이영어도서관,자연과학,20,9
2019,9,영도어린이영어도서관,자연과학,40,6
2019,9,영도어린이영어도서관,자연과학,50,18
2019,9,영도어린이영어도서관,자연과학,70,2
2019,9,영도어린이영어도서관,종교,10,4
2019,9,영도어린이영어도서관,철학,10,1
2019,9,영도어린이영어도서관,철학,50,1
2019,9,영도어린이영어도서관,총류,10,9
2019,9,영도어린이영어도서관,총류,40,8
2019,9,영도어린이영어도서관,총류,50,9
2019,9,재송어린이도서관,기술과학,10,60
2019,9,재송어린이도서관,기술과학,20,47
2019,9,재송어린이도서관,기술과학,40,65
2019,9,재송어린이도서관,기술과학,50,120
2019,9,재송어린이도서관,기술과학,60,6
2019,9,재송어린이도서관,기술과학,70,2
2019,9,재송어린이도서관,기술과학,80,3
2019,9,재송어린이도서관,문학,10,1613
2019,9,재송어린이도서관,문학,20,593
2019,9,재송어린이도서관,문학,30,28
2019,9,재송어린이도서관,문학,40,951
2019,9,재송어린이도서관,문학,50,1522
2019,9,재송어린이도서관,문학,60,41
2019,9,재송어린이도서관,문학,70,130
2019,9,재송어린이도서관,문학,80,32
2019,9,재송어린이도서관,사회과학,10,215
2019,9,재송어린이도서관,사회과학,20,112
2019,9,재송어린이도서관,사회과학,30,6
2019,9,재송어린이도서관,사회과학,40,200
2019,9,재송어린이도서관,사회과학,50,204
2019,9,재송어린이도서관,사회과학,60,3
2019,9,재송어린이도서관,사회과학,70,4
2019,9,재송어린이도서관,사회과학,80,6
2019,9,재송어린이도서관,언어,10,141
2019,9,재송어린이도서관,언어,20,55
2019,9,재송어린이도서관,언어,40,92
2019,9,재송어린이도서관,언어,50,95
2019,9,재송어린이도서관,언어,70,9
2019,9,재송어린이도서관,언어,80,8
2019,9,재송어린이도서관,역사,10,282
2019,9,재송어린이도서관,역사,20,155
2019,9,재송어린이도서관,역사,40,164
2019,9,재송어린이도서관,역사,50,293
2019,9,재송어린이도서관,역사,60,7
2019,9,재송어린이도서관,역사,70,13
2019,9,재송어린이도서관,역사,80,6
2019,9,재송어린이도서관,예술,10,67
2019,9,재송어린이도서관,예술,20,55
2019,9,재송어린이도서관,예술,40,29
2019,9,재송어린이도서관,예술,50,67
2019,9,재송어린이도서관,예술,60,2
2019,9,재송어린이도서관,예술,70,2
2019,9,재송어린이도서관,자연과학,10,383
2019,9,재송어린이도서관,자연과학,20,202
2019,9,재송어린이도서관,자연과학,30,1
2019,9,재송어린이도서관,자연과학,40,188
2019,9,재송어린이도서관,자연과학,50,323
2019,9,재송어린이도서관,자연과학,60,15
2019,9,재송어린이도서관,자연과학,70,1
2019,9,재송어린이도서관,자연과학,80,1
2019,9,재송어린이도서관,종교,10,22
2019,9,재송어린이도서관,종교,20,13
2019,9,재송어린이도서관,종교,40,18
2019,9,재송어린이도서관,종교,50,48
2019,9,재송어린이도서관,철학,10,38
2019,9,재송어린이도서관,철학,20,29
2019,9,재송어린이도서관,철학,40,26
2019,9,재송어린이도서관,철학,50,59
2019,9,재송어린이도서관,철학,60,1
2019,9,재송어린이도서관,철학,80,7
2019,9,재송어린이도서관,총류,10,31
2019,9,재송어린이도서관,총류,20,48
2019,9,재송어린이도서관,총류,40,43
2019,9,재송어린이도서관,총류,50,75
2019,9,재송어린이도서관,총류,60,3
2019,9,재송어린이도서관,총류,70,1
2019,9,재송어린이도서관,총류,80,12
2019,9,재송어린이도서관,총류,90,1
2019,9,정관도서관,기술과학,10,80
2019,9,정관도서관,기술과학,20,65
2019,9,정관도서관,기술과학,30,59
2019,9,정관도서관,기술과학,40,315
2019,9,정관도서관,기술과학,50,223
2019,9,정관도서관,기술과학,60,47
2019,9,정관도서관,기술과학,70,25
2019,9,정관도서관,기술과학,80,3
2019,9,정관도서관,문학,10,2503
2019,9,정관도서관,문학,20,785
2019,9,정관도서관,문학,30,223
2019,9,정관도서관,문학,40,1894
2019,9,정관도서관,문학,50,2215
2019,9,정관도서관,문학,60,258
2019,9,정관도서관,문학,70,266
2019,9,정관도서관,문학,80,130
2019,9,정관도서관,문학,90,4
2019,9,정관도서관,사회과학,10,454
2019,9,정관도서관,사회과학,20,145
2019,9,정관도서관,사회과학,30,97
2019,9,정관도서관,사회과학,40,577
2019,9,정관도서관,사회과학,50,632
2019,9,정관도서관,사회과학,60,110
2019,9,정관도서관,사회과학,70,66
2019,9,정관도서관,사회과학,80,6
2019,9,정관도서관,언어,10,198
2019,9,정관도서관,언어,20,62
2019,9,정관도서관,언어,30,22
2019,9,정관도서관,언어,40,206
2019,9,정관도서관,언어,50,287
2019,9,정관도서관,언어,60,12
2019,9,정관도서관,언어,70,4
2019,9,정관도서관,언어,80,20
2019,9,정관도서관,역사,10,457
2019,9,정관도서관,역사,20,249
2019,9,정관도서관,역사,30,60
2019,9,정관도서관,역사,40,366
2019,9,정관도서관,역사,50,592
2019,9,정관도서관,역사,60,56
2019,9,정관도서관,역사,70,47
2019,9,정관도서관,역사,80,15
2019,9,정관도서관,예술,10,228
2019,9,정관도서관,예술,20,127
2019,9,정관도서관,예술,30,14
2019,9,정관도서관,예술,40,158
2019,9,정관도서관,예술,50,252
2019,9,정관도서관,예술,60,48
2019,9,정관도서관,예술,70,39
2019,9,정관도서관,예술,80,1
2019,9,정관도서관,자연과학,10,839
2019,9,정관도서관,자연과학,20,216
2019,9,정관도서관,자연과학,30,17
2019,9,정관도서관,자연과학,40,545
2019,9,정관도서관,자연과학,50,543
2019,9,정관도서관,자연과학,60,36
2019,9,정관도서관,자연과학,70,24
2019,9,정관도서관,자연과학,80,4
2019,9,정관도서관,종교,10,115
2019,9,정관도서관,종교,20,37
2019,9,정관도서관,종교,30,7
2019,9,정관도서관,종교,40,69
2019,9,정관도서관,종교,50,73
2019,9,정관도서관,종교,60,28
2019,9,정관도서관,종교,70,19
2019,9,정관도서관,종교,80,6
2019,9,정관도서관,철학,10,100
2019,9,정관도서관,철학,20,54
2019,9,정관도서관,철학,30,37
2019,9,정관도서관,철학,40,97
2019,9,정관도서관,철학,50,175
2019,9,정관도서관,철학,60,61
2019,9,정관도서관,철학,70,30
2019,9,정관도서관,철학,80,10
2019,9,정관도서관,총류,10,151
2019,9,정관도서관,총류,20,67
2019,9,정관도서관,총류,30,9
2019,9,정관도서관,총류,40,104
2019,9,정관도서관,총류,50,141
2019,9,정관도서관,총류,60,13
2019,9,정관도서관,총류,70,8
2019,9,정관도서관,총류,80,1
2019,9,정관어린이도서관,기술과학,10,11
2019,9,정관어린이도서관,기술과학,20,4
2019,9,정관어린이도서관,기술과학,40,29
2019,9,정관어린이도서관,기술과학,50,29
2019,9,정관어린이도서관,기술과학,60,2
2019,9,정관어린이도서관,기술과학,70,2
2019,9,정관어린이도서관,기술과학,80,3
2019,9,정관어린이도서관,문학,10,193
2019,9,정관어린이도서관,문학,20,88
2019,9,정관어린이도서관,문학,30,3
2019,9,정관어린이도서관,문학,40,299
2019,9,정관어린이도서관,문학,50,356
2019,9,정관어린이도서관,문학,60,3
2019,9,정관어린이도서관,문학,70,26
2019,9,정관어린이도서관,문학,80,16
2019,9,정관어린이도서관,문학,90,1
2019,9,정관어린이도서관,사회과학,10,27
2019,9,정관어린이도서관,사회과학,20,3
2019,9,정관어린이도서관,사회과학,30,4
2019,9,정관어린이도서관,사회과학,40,45
2019,9,정관어린이도서관,사회과학,50,47
2019,9,정관어린이도서관,사회과학,60,2
2019,9,정관어린이도서관,사회과학,70,2
2019,9,정관어린이도서관,사회과학,90,13
2019,9,정관어린이도서관,언어,10,28
2019,9,정관어린이도서관,언어,20,32
2019,9,정관어린이도서관,언어,40,3
2019,9,정관어린이도서관,언어,50,51
2019,9,정관어린이도서관,언어,70,7
2019,9,정관어린이도서관,역사,10,27
2019,9,정관어린이도서관,역사,20,16
2019,9,정관어린이도서관,역사,40,52
2019,9,정관어린이도서관,역사,50,119
2019,9,정관어린이도서관,역사,70,11
2019,9,정관어린이도서관,역사,90,1
2019,9,정관어린이도서관,예술,40,8
2019,9,정관어린이도서관,예술,50,16
2019,9,정관어린이도서관,예술,70,1
2019,9,정관어린이도서관,자연과학,10,25
2019,9,정관어린이도서관,자연과학,20,13
2019,9,정관어린이도서관,자연과학,40,68
2019,9,정관어린이도서관,자연과학,50,96
2019,9,정관어린이도서관,자연과학,70,2
2019,9,정관어린이도서관,종교,50,5
2019,9,정관어린이도서관,철학,10,2
2019,9,정관어린이도서관,철학,40,5
2019,9,정관어린이도서관,철학,50,12
2019,9,정관어린이도서관,총류,10,2
2019,9,정관어린이도서관,총류,20,5
2019,9,정관어린이도서관,총류,40,8
2019,9,정관어린이도서관,총류,50,42
2019,9,정관어린이도서관,총류,90,1
2019,9,중앙도서관,기술과학,10,3
2019,9,중앙도서관,기술과학,100,16
2019,9,중앙도서관,기술과학,20,64
2019,9,중앙도서관,기술과학,30,27
2019,9,중앙도서관,기술과학,40,65
2019,9,중앙도서관,기술과학,50,110
2019,9,중앙도서관,기술과학,60,83
2019,9,중앙도서관,기술과학,70,26
2019,9,중앙도서관,기술과학,80,15
2019,9,중앙도서관,문학,10,138
2019,9,중앙도서관,문학,100,31
2019,9,중앙도서관,문학,20,233
2019,9,중앙도서관,문학,30,150
2019,9,중앙도서관,문학,40,312
2019,9,중앙도서관,문학,50,515
2019,9,중앙도서관,문학,60,365
2019,9,중앙도서관,문학,70,145
2019,9,중앙도서관,문학,80,167
2019,9,중앙도서관,문학,90,5
2019,9,중앙도서관,사회과학,10,8
2019,9,중앙도서관,사회과학,100,9
2019,9,중앙도서관,사회과학,20,94
2019,9,중앙도서관,사회과학,30,68
2019,9,중앙도서관,사회과학,40,147
2019,9,중앙도서관,사회과학,50,245
2019,9,중앙도서관,사회과학,60,85
2019,9,중앙도서관,사회과학,70,43
2019,9,중앙도서관,사회과학,80,3
2019,9,중앙도서관,사회과학,90,1
2019,9,중앙도서관,언어,10,17
2019,9,중앙도서관,언어,100,11
2019,9,중앙도서관,언어,20,22
2019,9,중앙도서관,언어,30,6
2019,9,중앙도서관,언어,40,20
2019,9,중앙도서관,언어,50,52
2019,9,중앙도서관,언어,60,39
2019,9,중앙도서관,언어,70,4
2019,9,중앙도서관,언어,80,4
2019,9,중앙도서관,언어,90,4
2019,9,중앙도서관,역사,10,15
2019,9,중앙도서관,역사,100,10
2019,9,중앙도서관,역사,20,35
2019,9,중앙도서관,역사,30,22
2019,9,중앙도서관,역사,40,67
2019,9,중앙도서관,역사,50,99
2019,9,중앙도서관,역사,60,73
2019,9,중앙도서관,역사,70,22
2019,9,중앙도서관,역사,80,8
2019,9,중앙도서관,역사,90,6
2019,9,중앙도서관,예술,10,1
2019,9,중앙도서관,예술,100,5
2019,9,중앙도서관,예술,20,25
2019,9,중앙도서관,예술,30,9
2019,9,중앙도서관,예술,40,17
2019,9,중앙도서관,예술,50,37
2019,9,중앙도서관,예술,60,26
2019,9,중앙도서관,예술,70,9
2019,9,중앙도서관,예술,80,2
2019,9,중앙도서관,자연과학,10,31
2019,9,중앙도서관,자연과학,100,11
2019,9,중앙도서관,자연과학,20,75
2019,9,중앙도서관,자연과학,30,23
2019,9,중앙도서관,자연과학,40,58
2019,9,중앙도서관,자연과학,50,121
2019,9,중앙도서관,자연과학,60,27
2019,9,중앙도서관,자연과학,70,9
2019,9,중앙도서관,자연과학,80,6
2019,9,중앙도서관,종교,10,1
2019,9,중앙도서관,종교,100,6
2019,9,중앙도서관,종교,20,12
2019,9,중앙도서관,종교,30,5
2019,9,중앙도서관,종교,40,8
2019,9,중앙도서관,종교,50,23
2019,9,중앙도서관,종교,60,29
2019,9,중앙도서관,종교,70,14
2019,9,중앙도서관,종교,80,1
2019,9,중앙도서관,종교,90,1
2019,9,중앙도서관,철학,10,4
2019,9,중앙도서관,철학,100,12
2019,9,중앙도서관,철학,20,46
2019,9,중앙도서관,철학,30,23
2019,9,중앙도서관,철학,40,63
2019,9,중앙도서관,철학,50,68
2019,9,중앙도서관,철학,60,74
2019,9,중앙도서관,철학,70,51
2019,9,중앙도서관,철학,80,3
2019,9,중앙도서관,철학,90,7
2019,9,중앙도서관,총류,10,3
2019,9,중앙도서관,총류,20,8
2019,9,중앙도서관,총류,30,20
2019,9,중앙도서관,총류,40,32
2019,9,중앙도서관,총류,50,39
2019,9,중앙도서관,총류,60,27
2019,9,중앙도서관,총류,70,6
2019,9,해운대도서관,기술과학,10,112
2019,9,해운대도서관,기술과학,20,251
2019,9,해운대도서관,기술과학,30,110
2019,9,해운대도서관,기술과학,40,400
2019,9,해운대도서관,기술과학,50,633
2019,9,해운대도서관,기술과학,60,276
2019,9,해운대도서관,기술과학,70,146
2019,9,해운대도서관,기술과학,80,25
2019,9,해운대도서관,문학,10,2581
2019,9,해운대도서관,문학,20,1816
2019,9,해운대도서관,문학,30,510
2019,9,해운대도서관,문학,40,2531
2019,9,해운대도서관,문학,50,4189
2019,9,해운대도서관,문학,60,1570
2019,9,해운대도서관,문학,70,1113
2019,9,해운대도서관,문학,80,362
2019,9,해운대도서관,문학,90,55
2019,9,해운대도서관,사회과학,10,372
2019,9,해운대도서관,사회과학,20,459
2019,9,해운대도서관,사회과학,30,190
2019,9,해운대도서관,사회과학,40,656
2019,9,해운대도서관,사회과학,50,1111
2019,9,해운대도서관,사회과학,60,416
2019,9,해운대도서관,사회과학,70,211
2019,9,해운대도서관,사회과학,80,38
2019,9,해운대도서관,사회과학,90,2
2019,9,해운대도서관,언어,10,397
2019,9,해운대도서관,언어,20,143
2019,9,해운대도서관,언어,30,60
2019,9,해운대도서관,언어,40,287
2019,9,해운대도서관,언어,50,440
2019,9,해운대도서관,언어,60,115
2019,9,해운대도서관,언어,70,63
2019,9,해운대도서관,언어,80,18
2019,9,해운대도서관,언어,90,8
2019,9,해운대도서관,역사,10,284
2019,9,해운대도서관,역사,20,400
2019,9,해운대도서관,역사,30,110
2019,9,해운대도서관,역사,40,366
2019,9,해운대도서관,역사,50,764
2019,9,해운대도서관,역사,60,273
2019,9,해운대도서관,역사,70,184
2019,9,해운대도서관,역사,80,68
2019,9,해운대도서관,역사,90,2
2019,9,해운대도서관,예술,10,97
2019,9,해운대도서관,예술,20,108
2019,9,해운대도서관,예술,30,60
2019,9,해운대도서관,예술,40,135
2019,9,해운대도서관,예술,50,222
2019,9,해운대도서관,예술,60,118
2019,9,해운대도서관,예술,70,64
2019,9,해운대도서관,예술,80,13
2019,9,해운대도서관,예술,90,1
2019,9,해운대도서관,자연과학,10,583
2019,9,해운대도서관,자연과학,20,466
2019,9,해운대도서관,자연과학,30,17
2019,9,해운대도서관,자연과학,40,354
2019,9,해운대도서관,자연과학,50,741
2019,9,해운대도서관,자연과학,60,111
2019,9,해운대도서관,자연과학,70,71
2019,9,해운대도서관,자연과학,80,26
2019,9,해운대도서관,자연과학,90,1
2019,9,해운대도서관,종교,10,47
2019,9,해운대도서관,종교,20,29
2019,9,해운대도서관,종교,30,13
2019,9,해운대도서관,종교,40,78
2019,9,해운대도서관,종교,50,137
2019,9,해운대도서관,종교,60,93
2019,9,해운대도서관,종교,70,78
2019,9,해운대도서관,종교,80,22
2019,9,해운대도서관,종교,90,9
2019,9,해운대도서관,철학,10,58
2019,9,해운대도서관,철학,20,115
2019,9,해운대도서관,철학,30,81
2019,9,해운대도서관,철학,40,153
2019,9,해운대도서관,철학,50,370
2019,9,해운대도서관,철학,60,216
2019,9,해운대도서관,철학,70,139
2019,9,해운대도서관,철학,80,29
2019,9,해운대도서관,철학,90,1
2019,9,해운대도서관,총류,10,79
2019,9,해운대도서관,총류,20,117
2019,9,해운대도서관,총류,30,44
2019,9,해운대도서관,총류,40,139
2019,9,해운대도서관,총류,50,236
2019,9,해운대도서관,총류,60,109
2019,9,해운대도서관,총류,70,41
2019,9,해운대도서관,총류,80,11
2019,9,해운대인문학도서관,기술과학,10,46
2019,9,해운대인문학도서관,기술과학,20,28
2019,9,해운대인문학도서관,기술과학,30,4
2019,9,해운대인문학도서관,기술과학,40,56
2019,9,해운대인문학도서관,기술과학,50,93
2019,9,해운대인문학도서관,기술과학,60,20
2019,9,해운대인문학도서관,기술과학,70,16
2019,9,해운대인문학도서관,기술과학,80,2
2019,9,해운대인문학도서관,문학,10,891
2019,9,해운대인문학도서관,문학,20,299
2019,9,해운대인문학도서관,문학,30,47
2019,9,해운대인문학도서관,문학,40,629
2019,9,해운대인문학도서관,문학,50,781
2019,9,해운대인문학도서관,문학,60,223
2019,9,해운대인문학도서관,문학,70,253
2019,9,해운대인문학도서관,문학,80,59
2019,9,해운대인문학도서관,문학,90,10
2019,9,해운대인문학도서관,사회과학,10,153
2019,9,해운대인문학도서관,사회과학,20,52
2019,9,해운대인문학도서관,사회과학,30,32
2019,9,해운대인문학도서관,사회과학,40,160
2019,9,해운대인문학도서관,사회과학,50,175
2019,9,해운대인문학도서관,사회과학,60,48
2019,9,해운대인문학도서관,사회과학,70,53
2019,9,해운대인문학도서관,사회과학,80,5
2019,9,해운대인문학도서관,사회과학,90,1
2019,9,해운대인문학도서관,언어,10,149
2019,9,해운대인문학도서관,언어,20,15
2019,9,해운대인문학도서관,언어,30,2
2019,9,해운대인문학도서관,언어,40,54
2019,9,해운대인문학도서관,언어,50,100
2019,9,해운대인문학도서관,언어,60,6
2019,9,해운대인문학도서관,언어,70,10
2019,9,해운대인문학도서관,역사,10,210
2019,9,해운대인문학도서관,역사,20,83
2019,9,해운대인문학도서관,역사,30,8
2019,9,해운대인문학도서관,역사,40,84
2019,9,해운대인문학도서관,역사,50,238
2019,9,해운대인문학도서관,역사,60,46
2019,9,해운대인문학도서관,역사,70,56
2019,9,해운대인문학도서관,역사,80,12
2019,9,해운대인문학도서관,역사,90,1
2019,9,해운대인문학도서관,예술,10,84
2019,9,해운대인문학도서관,예술,20,48
2019,9,해운대인문학도서관,예술,30,10
2019,9,해운대인문학도서관,예술,40,47
2019,9,해운대인문학도서관,예술,50,44
2019,9,해운대인문학도서관,예술,60,20
2019,9,해운대인문학도서관,예술,70,13
2019,9,해운대인문학도서관,자연과학,10,337
2019,9,해운대인문학도서관,자연과학,20,96
2019,9,해운대인문학도서관,자연과학,30,4
2019,9,해운대인문학도서관,자연과학,40,170
2019,9,해운대인문학도서관,자연과학,50,275
2019,9,해운대인문학도서관,자연과학,60,25
2019,9,해운대인문학도서관,자연과학,70,14
2019,9,해운대인문학도서관,자연과학,80,3
2019,9,해운대인문학도서관,종교,10,29
2019,9,해운대인문학도서관,종교,20,9
2019,9,해운대인문학도서관,종교,30,1
